Index,Kanji,Keyword,English,Origin,SubOrigin,Mnemonic1,Mnemonic2,Compo,Strokes,Radical,Onyomi,Kunyomi,Ex1Kanji,Ex1Kana,Ex1English,Ex2Kanji,Ex2Kana,Ex2English,Ex3Kanji,Ex3Kana,Ex3English,Ex4Kanji,Ex4Kana,Ex4English
843,県,Prefecture,Prefecture,"Above, an eye and a fishhook,&nbsp;and below the primitive for little. Although apparently the simplest of these first six kanji, when you begin to work on its plot and story you will soon find out that the number of strokes and visual complexity of a kanji does not make it easier or harder to remember. It is the primitives you have to work that are the critical factor, as in this case where the meaning of the key word is so seemingly distant from the elements. Remember, you can always break larger elements down (eye of a needle into eye and fishhook) if you think it helps.",,"<span style="" font-style: normal; font-weight: normal;""><span style=""font-style: normal; font-weight: normal; "">In Japanese this is KEN, as in Barbie´s boyfriend. He has lovely blue&nbsp;</span><span style=""font-style: normal; "">eyes</span><span style=""font-style: normal; font-weight: normal; "">, a girlfriend who is as thin as a straightened out&nbsp;</span><span style=""font-style: normal; "">fish hook</span><span style=""font-style: normal; font-weight: normal; "">. But, down where it counts, he has very&nbsp;</span><span style=""font-style: normal; "">little</span><span style=""font-style: normal; font-weight: normal; "">&nbsp;to show...</span></span>","After sticking a fishhook in your eye, the yakuza boss probably has little more to do to convince you to move to a different prefecture.",目: eye　L: shelf; fishhook　小: little; owl (RTK),9,糸,ケン,,県立,けんりつ,Prefectural,県民,けんみん,Citizens of a prefecture,県知事,けんちじ,Prefectural governor,都道府県,とどうふけん,Urban and rural prefectures
844,州,State,"State, Province, Sandbar","Here we see drops of land (little islets) rising up out of a stream, creating a kind of sandbar or breakwater. Ever wonder how the state-line is drawn between states separated by a river? If there were little drops of land as in the kanji, there'd be nothing to it.",,There were 3 little islands in the stream who all decided to set themselves up as independent states.,"シュウ The original meaning of this character was ""sandbar"", and for me this conjures up images of the Mississippi River, which is very wide with many sandbars and which was used to define the borders in ten American states. Picture Huck Finn and Tom Sawyer floating by state after state as they adventure down the mighty Mississippi, occasionally beaching their raft on sandbars.",巛: river (川); flood (RTK)　丶: dot; drop　丶: dot; drop　丶: dot; drop,6,巛,シュウ,す,砂州 (=砂洲),さす,"Sandbar, sandbank",テキサス州,テキサスしゅう,State of texas,州政府,しゅうせいふ,State government,,,
845,洲,Sandbar,Sandbar,,,,,水: water (氵) (氺)　州: state; province,,,シュウ,す,砂洲,さす,"Sandbar, sandbank",,,,,,,,,
846,接,Touch,"Contact, Join, Meet",Fingers . . . vase . . . woman.,,"A pervert meets a woman. The pervert tries to touch the women with his lustful fingers. The woman takes a vase, lifts it over her head and smashes it on the pervert´s head...",CHIKAN!! These are the perverts who use their fingers to touch standing women on crowded trains.,手: hand; fingers (扌) (RTK)　立: stand up; vase (RTK)　女: woman,11,手,セツ,つ.ぐ,接ぐ,つぐ,"Piece together, splice",直接に,ちょくせつに,Directly,接する,せっする,Come in contact; adjoin,接続,せつぞく,"Connection, joining"
847,継,Inherit,"Succeed, Follow",Thread . . . rice . . . fishhook. Compare frame 1218.,,"A poor chinese fisherman could expect to inherit: the thread for his pole, a hook for catching something to eat, and some rice to live off of. (not concentrating on stroke order, sorry if that throws anyone off). (Adapted from bigloui,12-4-2006).",Spider-Man is hooked on rice--it´s all he inherited from his Uncle Ben. (thanks Nukemarine).,糸: thread; Spider-Man (RTK)　米: rice　L: shelf; fishhook,13,糸,ケイ,つ.ぐ,継続する,けいぞくする,"Continue, last, maintain",家を継ぐ,いえをつぐ,Succeed to a house,後継,こうけい,"Succession; successor, heir",受け継ぐ,うけつぐ,"Inherit, succeed to"
848,断,Severance,"Cut Off, Refuse, Decide, Resolve",Fishhook . . . rice . . . ax.,,"(Based on fuaburisu´s] A man puts some rice on a fishhook as bait, but catches a fish so strong, he needs to take out his axe and sever the line lest he be dragged into the depths.","When you get the ax at work, use your severance pay to buy fishhooks and rice. At least that way you can eat sushi.",米: rice　L: shelf; fishhook　斤: axe,11,斤,ダン,"た.つ, ことわ.る",切断する,せつだんする,"Cut off, sever",判断,はんだん,"Judgment, decision",断る,ことわる,"Refuse, reject; give advance notice, inform",決断,けつだん,"Decision, determination, resolution"
849,応,Apply,"Respond, Correspond","Cave . . . heart. The sense of the key word here is of something appropriate that fills a particular need, and hence ""applies.""",,"In the videogame Zelda, Link enters a CAVE to visit a fairy that will APPLY magic to fill his HEART containers.","(bravo, scottamus!] To apply for the job as a (replacement) Batman, you have to make it to the heart of the cave past all the traps he set up to test you. There, you see a table with the application form on it. Now that you think about it, the ad in the paper did say ""Those who don´t make it to the heart of the cave need not apply."".",广: cave (RTK)　心: heart; mind (忄; ⺗),7,心,オウ,こた.える,対応する,たいおうする,"Correspond to, answer to; be equivalent; deal (cope] with",応接,おうせつ,Reception (as of guests),反応する,はんのうする,"React, respond",応じる,おうじる,"Respond to, act in accordance with; be suitable"
850,床,Bed,"Bed, Floor",Cave . . . tree.,,The two safe places to sleep in the wilderness are in a tree and in a cave. So these can be considered as beds.,(based on mspertus:) The two safe places to sleep in the wilderness are in a tree and in a cave. So to be on the safe side it is best to put a tree in a cave and use it as a bed.,广: cave (RTK)　木: tree; wood,7,广,ショウ,"とこ, ゆか",床に,ゆかに,On the floor,床の間,とこのま,Alcove,温床,おんしょう,Hotbed,,,
851,麻,Hemp,"Hemp, Become Numb","Cave . . . grove. If it helps, this is the hemp marijuana comes from.",,"(Image: while Batman is out, Robin is smokin´ a huge doob in a secret corner of the Batcave where he nurtures his hemp grove).","Where is the best place to hid your grove of hemp trees? In a cave, you dope!",广: cave (RTK)　林: grove; forest,11,麻,マ,あさ,麻薬,まやく,"Narcotic, drug",麻布,あさぬの,"Hemp cloth, linen",胡麻,ごま,Sesame,,,
852,歴,Curriculum,Personal History,"That same grove of trees we met in frame 226 shows up here in the character for curriculum (in the sense of a record of one's life or academic achievements, the curriculum vitae). Instead of the grove making its way slowly through the surface of the cliff as before, here we see it stopped, much the same as a curriculum vitae calls a halt to the calendar and talks only about the past.",,A CURRICULUM is a calendar that replaces days with reasons to stop having fun.,"A little like a calendar, your CV records your footsteps through time.",厂: cliff　林: grove; forest　止: stop; footprint (RTK),14,止,レキ,,学歴,がくれき,Academic background,戦歴,せんれき,War record,病歴,びょうれき,"Case history, patient's record",,,
853,暦,Calendar,Calendar,"Look at this character in reverse order, from bottom up. First we see the primitive for days, an appropriate enough way to begin a calendar. Next we see a grove of trees growing under a cliff. The laws of nature being what they are, the trees would be stunted under such conditions, unless they were strong enough to keep growing upwards until they passed through the layers of rock and soil, right up to the surface. Now imagine that in those little boxes marking off the days on your wall calendar, you see that very process taking place step by step: 365 or so time-lapse pictures of that grove of trees each month, from January under the cliff to December on top of the cliff. The story is not as complex as it sounds, particularly if you happen to have a calendar nearby and can flip through it with this image in mind.",,"Years-Months-Days: It takes many years for a cliff to form or erode. A tree takes many months to grow. But days pass by regularly - so in this way, we see the movement of time such as with a CALENDAR.","This is just a picture of a wall calendar with a page for each month. The bottom half has the grid of days, the top half has a pretty picture of a forest this month. The cliff radical here is the top and left edges of the paper. You can see the paper curling up at the lower left where a breeze is trying to turn the page.",厂: cliff　林: grove; forest　日: day; sun,14,日,レキ,こよみ,西暦,せいれき,"Christian era, a.d.",暦の上では,こよみのうえでは,According to the calendar,暦,こよみ,Calendar,,,
854,臨,Look to,"Attend (To), Confront","Slave . . . reclining . . . goods. The key word suggests both looking ahead to something and ""seeing to"" what is at hand. Consistent with everything we have learned about the role of the key word, this means that you must choose ONE meaning and stick to it.",,"The slave is look to the future, ""One day"" he thinks ""I will be able to recline with all my goods, a tv, stereo and washing machine, and when that day comes I shall be truly happy"" he sighs.","Imagine a slave(or in this case, a female porn star) looking to her new gangbang film where she reclines and gets all 3 holes filled at the same...........OK. Very vulgar, but I was inspired by raulir´s clever use of ""3 holes"".........","臣: subject; slave (RTK)　𠂉: man; lying down, reclining (RTK)　品: goods",18,臣,リン,のぞ.む,臨む,のぞむ,"Attend, be present at; face, look out over",臨時の,りんじの,"Temporary, provisional, special",臨機応変,りんきおうへん,Adaptation to circumstances,臨床,りんしょう,Clinical
855,園,Park,Garden,Pent in . . . lidded crock . . . scarf.,,"A nice picnic pent up in the park, with your crock pot and scarf (picnic blanket).",There was a homeless man living in a box at the park so I gave him a lidded crock filled with hot curry tied with a scarf...,囗: box; pent in (RTK)　袁: long kimono,13,囗,エン,その,花園,はなぞの,Flower garden,公園,こうえん,"Park, public garden",植物園,しょくぶつえん,Botanical garden,動物園,どうぶつえん,Zoological park
856,遠,Distant,Distant,A distant figure on the road is such a blur it looks like a lidded crock wearing a silk scarf.,,Keep distant from a lidded crock on the road wrapped in a scarf. It might be a bomb.,"When traveling to a distant land, what better way of keeping warm on the road is there than carrying a warm lidded crock and wearing a scarf?",袁: long kimono　辶: walk; road; way (RTK),13,辵,"エン, オン",とお.い,遠い,とおい,"Distant, remote",遠足,えんそく,"Excursion, hike, long walk",遠近法,えんきんほう,Perspective,遠心力,えんしんりょく,Centrifugal force
857,与,Bestow,"Give, Grant, Take Part In","Slingshot . . . one. Later we shall learn the character for give (Frame 2046), but even so, it is a good idea already at this point to distinguish this key word from impart (Frame 795) and grant (Frame 1131).",,"David went to battle with a slingshot and it only took him one shot to slay Goliath. Partly because of this, the prophet Nathan was later instructed to bestow upon David the throne of all Israel.","In The Legend of Zelda Ocarina of Time, one of the first weapons bestowed on Link was the slingshot.",与: give; bestow,3,臼,ヨ,あた.える,与える,あたえる,"Give, grant; inflict",供与する,きょうよする,"Offer, present, submit",関与する,かんよする,"Take part in, participate in, be concerned in",給与する,きゅうよする,Grant; pay (a salary)
858,写,Copy,Copy,Crown . . . bestow.,,"A crown was bestowed to the British royalty museum, but it was only a copy.",True fact: in the UK the right to print a copy of the KJV Bible is bestowed by the crown -- there are only a few authorised bible printers. (see http://en.wikipedia.org/wiki/King_James_Bible#Copyright_status).,冖: crown 　与: give; bestow,5,宀,シャ,"うつ.す, うつ.る",写真に写る,しゃしんにうつる,"Be photographed, appear in a photograph",写真を写す,しゃしんをうつす,Take a picture,写真,しゃしん,Photograph,写す,うつす,To copy
